"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"korean_hypertension","Alkaliphilus","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.580602592350759,0.580602592350759,0.580602592350759,0.789290320726082,0.789290320726082,FALSE,-0.16463927463228,-0.552504733340137,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Allisonella","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.113522593265842,0.113522593265842,0.113522593265842,0.574842368698828,0.574842368698828,FALSE,0.234393901002437,1.58255646331627,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Alloprevotella","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.538129608492618,0.538129608492618,0.538129608492618,0.7672000430786,0.7672000430786,FALSE,-0.128189550075895,-0.615643842675167,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Anaerostipes","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.161555283564479,0.161555283564479,0.161555283564479,0.62526310088018,0.62526310088018,FALSE,-0.152834656881246,-1.39985987547177,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Anaerovorax","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.00236176993095841,0.00236176993095841,0.00236176993095841,0.172409204959964,0.172409204959964,FALSE,-0.245873830004017,-3.04051109074757,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Bacteroides","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.387001453297402,0.387001453297402,0.387001453297402,0.7672000430786,0.7672000430786,FALSE,0.0846033143605047,0.86506802515826,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Barnesiella","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.950018845659794,0.950018845659794,0.950018845659794,0.963213551849513,0.963213551849513,FALSE,-0.00947731959852694,-0.062683111945593,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Bifidobacterium","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.655958404206161,0.655958404206161,0.655958404206161,0.816154619981523,0.816154619981523,FALSE,-0.060923096115867,-0.445500076933191,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Bilophila","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.173897544220943,0.173897544220943,0.173897544220943,0.62526310088018,0.62526310088018,FALSE,0.109091245677266,1.35978634667982,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Blautia","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.326990910055492,0.326990910055492,0.326990910055492,0.7672000430786,0.7672000430786,FALSE,-0.0516562542046228,-0.980192896957928,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
"korean_hypertension","Butyricicoccus","DASRA present-conditional abundance","DASRA","present-conditional abundance","Normotension","Hypertension","age_z + sex + bmi_z + group",TRUE,"Available",0.523245508276385,0.523245508276385,0.523245508276385,0.7672000430786,0.7672000430786,FALSE,0.0990002008662059,0.63835055727688,"comparison-minus-reference present-conditional log-relative abundance contrast against the shared compositional background",,
