"replication","setting_id","max_probability_sum_error_before_adjustment","max_inactive_tested_probability_error","minimum_other_probability","reservoir_fraction_min","reservoir_fraction_max","minimum_positive_control","minimum_positive_case"
7,"NULL_BALANCED",8.88178419700125e-16,0,0.00805484436499522,0.00805484436499522,0.964993422923038,10,12
7,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00805484436499522,0.00805484436499522,0.964993422923038,8,9
7,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00805484436499522,0.00805484436499522,0.964993422923038,8,14
8,"NULL_BALANCED",1.11022302462516e-15,0,0.000581640330317103,0.000581640330317103,0.994484985153748,10,11
8,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.000581640330317103,0.000581640330317103,0.994484985153748,9,9
8,"NULL_FOURFOLD",1.11022302462516e-15,0,0.000581640330317103,0.000581640330317103,0.994484985153748,8,13
9,"NULL_BALANCED",2.1094237467878e-15,0,1.79671615618225e-05,1.79671615618225e-05,0.875735302306396,12,10
9,"NULL_BALANCED_LOW",2.1094237467878e-15,0,1.79671615618225e-05,1.79671615618225e-05,0.875735302306396,4,6
9,"NULL_FOURFOLD",2.1094237467878e-15,0,1.79671615618225e-05,1.79671615618225e-05,0.875735302306396,7,11
10,"NULL_BALANCED",8.88178419700125e-16,0,0.0041606147282118,0.0041606147282118,0.977167479781325,11,6
10,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.0041606147282118,0.0041606147282118,0.977167479781325,9,7
10,"NULL_FOURFOLD",8.88178419700125e-16,0,0.0041606147282118,0.0041606147282118,0.977167479781325,7,7
11,"NULL_BALANCED",9.99200722162641e-16,0,0.00100938613010216,0.00100938613010216,0.920868795102948,9,10
11,"NULL_BALANCED_LOW",9.99200722162641e-16,0,0.00100938613010216,0.00100938613010216,0.920868795102948,8,7
11,"NULL_FOURFOLD",9.99200722162641e-16,0,0.00100938613010216,0.00100938613010216,0.920868795102948,7,9
12,"NULL_BALANCED",9.99200722162641e-16,0,0.000163359221475411,0.000163359221475411,0.991143095607062,8,8
12,"NULL_BALANCED_LOW",9.99200722162641e-16,0,0.000163359221475411,0.000163359221475411,0.991143095607062,6,6
12,"NULL_FOURFOLD",9.99200722162641e-16,0,0.000163359221475411,0.000163359221475411,0.991143095607062,5,8
13,"NULL_BALANCED",1.11022302462516e-15,0,0.0047463284109019,0.0047463284109019,0.974163983615637,10,11
13,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.0047463284109019,0.0047463284109019,0.974163983615637,8,7
13,"NULL_FOURFOLD",1.11022302462516e-15,0,0.0047463284109019,0.0047463284109019,0.974163983615637,8,11
14,"NULL_BALANCED",1.11022302462516e-15,0,0.00110493597283764,0.00110493597283764,0.916982125609387,8,7
14,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.00110493597283764,0.00110493597283764,0.916982125609387,5,7
14,"NULL_FOURFOLD",1.11022302462516e-15,0,0.00110493597283764,0.00110493597283764,0.916982125609387,5,7
15,"NULL_BALANCED",9.99200722162641e-16,0,0.000147949239771311,0.000147949239771311,0.876629790642815,9,9
15,"NULL_BALANCED_LOW",9.99200722162641e-16,0,0.000147949239771311,0.000147949239771311,0.876629790642815,6,7
15,"NULL_FOURFOLD",9.99200722162641e-16,0,0.000147949239771311,0.000147949239771311,0.876629790642815,6,9
16,"NULL_BALANCED",1.66533453693773e-15,0,0.00271769421816343,0.00271769421816343,0.976578869339607,11,9
16,"NULL_BALANCED_LOW",1.66533453693773e-15,0,0.00271769421816343,0.00271769421816343,0.976578869339607,7,9
16,"NULL_FOURFOLD",1.66533453693773e-15,0,0.00271769421816343,0.00271769421816343,0.976578869339607,9,10
17,"NULL_BALANCED",8.88178419700125e-16,0,0.0006143151978289,0.0006143151978289,0.959749188867139,11,10
17,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.0006143151978289,0.0006143151978289,0.959749188867139,10,9
17,"NULL_FOURFOLD",8.88178419700125e-16,0,0.0006143151978289,0.0006143151978289,0.959749188867139,10,10
18,"NULL_BALANCED",8.88178419700125e-16,0,0.00111840206784272,0.00111840206784272,0.943087776004651,7,11
18,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00111840206784272,0.00111840206784272,0.943087776004651,7,9
18,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00111840206784272,0.00111840206784272,0.943087776004651,6,10
19,"NULL_BALANCED",9.99200722162641e-16,0,0.00639901300962493,0.00639901300962493,0.998733128542383,13,10
19,"NULL_BALANCED_LOW",9.99200722162641e-16,0,0.00639901300962493,0.00639901300962493,0.998733128542383,9,8
19,"NULL_FOURFOLD",9.99200722162641e-16,0,0.00639901300962493,0.00639901300962493,0.998733128542383,10,8
20,"NULL_BALANCED",9.99200722162641e-16,0,0.00244757339816246,0.00244757339816246,0.989558042072062,13,12
