"dataset","dataset_label","replicate","scenario","method","n_taxa","n_available","availability_rate","n_bh_rejections","familywise_type_i_error"
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",27,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",27,"fourfold","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",27,"fourfold","MaAsLin3",30,25,0.833333333333333,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",28,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",28,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",28,"balanced","MaAsLin3",30,21,0.7,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",28,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",28,"fourfold","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",28,"fourfold","MaAsLin3",30,26,0.866666666666667,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",29,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",29,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",29,"balanced","MaAsLin3",30,24,0.8,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",29,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",29,"fourfold","ZINQ",30,30,1,1,1
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",29,"fourfold","MaAsLin3",30,25,0.833333333333333,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",30,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",30,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",30,"balanced","MaAsLin3",30,24,0.8,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",30,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",30,"fourfold","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",30,"fourfold","MaAsLin3",30,25,0.833333333333333,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",31,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",31,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",31,"balanced","MaAsLin3",30,24,0.8,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",31,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",31,"fourfold","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",31,"fourfold","MaAsLin3",30,26,0.866666666666667,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",32,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",32,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",32,"balanced","MaAsLin3",30,23,0.766666666666667,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",32,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",32,"fourfold","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",32,"fourfold","MaAsLin3",30,26,0.866666666666667,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",33,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",33,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",33,"balanced","MaAsLin3",30,25,0.833333333333333,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",33,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",33,"fourfold","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",33,"fourfold","MaAsLin3",30,25,0.833333333333333,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",34,"balanced","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",34,"balanced","ZINQ",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",34,"balanced","MaAsLin3",30,23,0.766666666666667,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",34,"fourfold","SACAT",30,30,1,0,0
"ORIGINS_2022_Healthy_Plaque","ORIGINS 2022 healthy-site plaque",34,"fourfold","ZINQ",30,30,1,0,0
