"dataset","dataset_label","replicate","scenario","method","n_taxa","n_available","availability_rate","n_rejections","type1_error"
"HMPV35Throat","HMP V35 throat",32,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",33,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",33,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",33,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",33,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",33,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",33,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",34,"balanced","DASRA",30,30,1,4,0.133333333333333
"HMPV35Throat","HMP V35 throat",34,"balanced","ZINQ",30,30,1,4,0.133333333333333
"HMPV35Throat","HMP V35 throat",34,"balanced","MaAsLin3",30,30,1,4,0.133333333333333
"HMPV35Throat","HMP V35 throat",34,"fourfold","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",34,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",34,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",35,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",35,"balanced","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",35,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",35,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",35,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",35,"fourfold","MaAsLin3",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",36,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",36,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",36,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",36,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",36,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",36,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",37,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",37,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",37,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",37,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",37,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",37,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",38,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",38,"balanced","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",38,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",38,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",38,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",38,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",39,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",39,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",39,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",39,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",39,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",39,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",40,"balanced","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",40,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",40,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",40,"fourfold","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",40,"fourfold","ZINQ",30,30,1,4,0.133333333333333
"HMPV35Throat","HMP V35 throat",40,"fourfold","MaAsLin3",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",41,"balanced","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",41,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",41,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",41,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",41,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",41,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",42,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",42,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",42,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",42,"fourfold","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",42,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",42,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",43,"balanced","DASRA",30,30,1,6,0.2
"HMPV35Throat","HMP V35 throat",43,"balanced","ZINQ",30,30,1,4,0.133333333333333
"HMPV35Throat","HMP V35 throat",43,"balanced","MaAsLin3",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",43,"fourfold","DASRA",30,30,1,5,0.166666666666667
"HMPV35Throat","HMP V35 throat",43,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",43,"fourfold","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",44,"balanced","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",44,"balanced","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",44,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",44,"fourfold","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",44,"fourfold","ZINQ",30,30,1,5,0.166666666666667
"HMPV35Throat","HMP V35 throat",44,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",45,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",45,"balanced","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",45,"balanced","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",45,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",45,"fourfold","ZINQ",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",45,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",46,"balanced","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",46,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",46,"balanced","MaAsLin3",30,30,1,2,0.0666666666666667
