"setting_id","depth_design","design_id","domain","metric","first_method","first_component","second_method","second_component","n_paired_replications","first_estimate","second_estimate","difference_first_minus_second","difference_mcse","difference_ci95_lower","difference_ci95_upper","interpretation"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","available_conditional_raw","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.0572163265306122,0.0442,0.0130163265306122,0.00233247148414079,0.00838819707268817,0.0176444559885363,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","bh_fwer_event","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.18,0.03,0.15,0.0385992097056273,0.0734107937842553,0.226589206215745,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","by_fwer_event","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.13,0.01,0.12,0.0326598632371091,0.0551957457284341,0.184804254271566,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","availability","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,1,1,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","raw_rejection","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0.0604,0.0442,0.0162,0.00332356143407349,0.00960533306287252,0.0227946669371275,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","available_conditional_raw","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0.0604,0.0442,0.0162,0.00332356143407349,0.00960533306287252,0.0227946669371275,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","bh_fwer_event","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0.03,0.03,0,0.0201007563051842,-0.0398842614004541,0.0398842614004541,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_BALANCED_LOW","balanced_low","BALANCED_LOW","abundance","by_fwer_event","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0,0.01,-0.01,0.01,-0.0298421695158642,0.00984216951586418,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","availability","DASRA","structural_absence","ZINQ","observed_prevalence",100,0.9608,1,-0.0392,0.00263496305534448,-0.0444283383612185,-0.0339716616387816,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","raw_rejection","DASRA","structural_absence","ZINQ","observed_prevalence",100,0.0414,0.0504,-0.009,0.00368863939767235,-0.016319060821151,-0.00168093917884902,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","available_conditional_raw","DASRA","structural_absence","ZINQ","observed_prevalence",100,0.0432494722206734,0.0504,-0.00715052777932663,0.00378631351416918,-0.0146633952381619,0.000362339679508591,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","bh_fwer_event","DASRA","structural_absence","ZINQ","observed_prevalence",100,0.07,0.06,0.0100000000000001,0.0362232137188462,-0.0618747147018723,0.0818747147018724,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","by_fwer_event","DASRA","structural_absence","ZINQ","observed_prevalence",100,0.03,0.01,0.02,0.02,-0.0196843390317283,0.0596843390317283,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","availability","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.9608,1,-0.0392,0.00263496305534448,-0.0444283383612185,-0.0339716616387816,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","raw_rejection","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.0414,0.0444,-0.003,0.00357742642104346,-0.0100983901476876,0.00409839014768755,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","available_conditional_raw","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.0432494722206734,0.0444,-0.00115052777932663,0.00369230936456753,-0.0084768706110028,0.00617581505234954,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","bh_fwer_event","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.07,0.02,0.0500000000000001,0.0297294195005282,-0.0089896181337718,0.108989618133772,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","by_fwer_event","DASRA","structural_absence","MaAsLin3","observed_prevalence",100,0.03,0,0.03,0.0171446607997765,-0.00401872658811579,0.0640187265881157,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","availability","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,1,1,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","raw_rejection","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.0504,0.0444,0.006,0.00108245885451465,0.00385216679147721,0.00814783320852278,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","available_conditional_raw","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.0504,0.0444,0.006,0.00108245885451465,0.00385216679147721,0.00814783320852278,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","bh_fwer_event","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.06,0.02,0.04,0.0196946385566932,0.000921564320441826,0.0790784356795581,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","prevalence","by_fwer_event","ZINQ","observed_prevalence","MaAsLin3","observed_prevalence",100,0.01,0,0.01,0.01,-0.00984216951586417,0.0298421695158642,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","availability","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,1,1,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","raw_rejection","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.0612,0.0646,-0.0034,0.00461052813644703,-0.0125482880841043,0.00574828808410432,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","available_conditional_raw","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.0612,0.0646,-0.0034,0.00461052813644703,-0.0125482880841043,0.00574828808410432,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","bh_fwer_event","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.14,0.06,0.08,0.0393892771133864,0.00184312864088375,0.158156871359116,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","by_fwer_event","DASRA","present_conditional_abundance","ZINQ","detected_quantile_abundance",100,0.06,0,0.06,0.0238683256575942,0.0126400636242166,0.107359936375783,"paired null-calibration contrast only; scientific component estimands remain method-specific"
