"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"crc_baxter","Holdemania","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.558705994245408,0.558705994245408,0.558705994245408,0.924129050107053,0.924129050107053,FALSE,,-0.584764623886451,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Howardella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.172107027169652,0.172107027169652,0.172107027169652,0.734111771472303,0.734111771472303,FALSE,,-1.36546474281796,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Lachnobacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.680148928239813,0.680148928239813,0.680148928239813,0.935057672382044,0.935057672382044,FALSE,,-0.412259911919084,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Lachnospiracea_incertae_sedis","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"no_observed_zeros",1,1,1,1,1,FALSE,,,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Lactobacillus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",FALSE,"structural_absence_nonoptimal_nuisance_fit",1,1,1,1,1,FALSE,,,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Lactococcus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.624775923137391,0.624775923137391,0.624775923137391,0.924129050107053,0.924129050107053,FALSE,,0.489092906618567,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Lactonifactor","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.498633984747866,0.498633984747866,0.498633984747866,0.924129050107053,0.924129050107053,FALSE,,-0.676640644157832,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Megasphaera","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.26715807788677,0.26715807788677,0.26715807788677,0.821022385700806,0.821022385700806,FALSE,,-1.10963097514924,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Methanobrevibacter","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.846405305982334,0.846405305982334,0.846405305982334,1,1,FALSE,,0.193707005712737,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Methylobacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",FALSE,"structural_absence_persistent_boundary",1,1,1,1,1,FALSE,,,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Mogibacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.417164415333945,0.417164415333945,0.417164415333945,0.924129050107053,0.924129050107053,FALSE,,0.811350502847739,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Odoribacter","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.994732694458825,0.994732694458825,0.994732694458825,1,1,FALSE,,-0.00660163645165219,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Oscillibacter","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.610671912715126,0.610671912715126,0.610671912715126,0.924129050107053,0.924129050107053,FALSE,,-0.509114579921944,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Oxalobacter","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0337295954483088,0.0337295954483088,0.0337295954483088,0.693632402781177,0.693632402781177,FALSE,,-2.12328955466268,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Parabacteroides","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.791770907716605,0.791770907716605,0.791770907716605,0.999038765622106,0.999038765622106,FALSE,,-0.264011694174198,"score z; positive values indicate greater structural absence in the comparison group",,
