experiment,samples_per_group,signal_taxa_percent,covariate_structure,target_effect,method,measure,replications,estimate,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
Structural perturbation,80,40,Confounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.3415,0.156678755175143,0.0156678755175143,0.310790963985672,0.372209036014328
Structural perturbation,80,40,Confounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.944,0.06,0.006,0.93224,0.95576
Structural perturbation,80,40,Confounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.951,0.0541136103793013,0.00541136103793013,0.940393732365657,0.961606267634343
Structural perturbation,80,40,Confounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.953,0.0526183130543623,0.00526183130543623,0.942686810641345,0.963313189358655
Structural perturbation,120,40,Confounded,0.2,DASRA,Power after Benjamini-Hochberg adjustment,100,0.5995,0.144511542302288,0.0144511542302288,0.571175737708752,0.627824262291249
Structural perturbation,120,40,Confounded,0.2,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.61,0.145643816250884,0.0145643816250884,0.581453812014827,0.638546187985173
Structural perturbation,120,40,Confounded,0.2,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.62,0.143723921657342,0.0143723921657342,0.591830111355161,0.648169888644839
Structural perturbation,120,40,Confounded,0.35,DASRA,Power after Benjamini-Hochberg adjustment,100,0.9965,0.0146594334781052,0.00146594334781052,0.993626751038292,0.999373248961709
Structural perturbation,120,40,Confounded,0.35,MaAsLin 3,Power after Benjamini-Hochberg adjustment,100,0.997,0.0119341628287971,0.00119341628287971,0.994660904085556,0.999339095914444
Structural perturbation,120,40,Confounded,0.35,ZINQ,Power after Benjamini-Hochberg adjustment,100,0.997,0.0119341628287971,0.00119341628287971,0.994660904085556,0.999339095914444
