experiment,samples_per_group,signal_taxa_percent,covariate_structure,target_difference,method,tested_quantity,replications,rejection_probability,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
Structural perturbation with matched prevalence,80,20,Unconfounded,0.35,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Unconfounded,0.35,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Unconfounded,0.4,SACAT,Structural absence,100,0.529,0.216629367418831,0.0216629367418831,0.486540643985909,0.571459356014091
Structural perturbation with matched prevalence,80,20,Unconfounded,0.4,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Unconfounded,0.4,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Unconfounded,0.45,SACAT,Structural absence,100,0.619,0.174480469805174,0.0174480469805174,0.584801827918186,0.653198172081814
Structural perturbation with matched prevalence,80,20,Unconfounded,0.45,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Unconfounded,0.45,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Unconfounded,0.5,SACAT,Structural absence,100,0.659,0.182626737507204,0.0182626737507204,0.623205159448588,0.694794840551412
Structural perturbation with matched prevalence,80,20,Unconfounded,0.5,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Unconfounded,0.5,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0,SACAT,Structural absence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.05,SACAT,Structural absence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,120,20,Unconfounded,0.05,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.05,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.1,SACAT,Structural absence,100,0.019,0.0442559132612339,0.00442559132612339,0.0103258410007982,0.0276741589992018
Structural perturbation with matched prevalence,120,20,Unconfounded,0.1,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.1,ZINQ,Observed prevalence,100,0.002,0.014070529413629,0.0014070529413629,0,0.00475782376507128
Structural perturbation with matched prevalence,120,20,Unconfounded,0.15,SACAT,Structural absence,100,0.067,0.0954045082898088,0.00954045082898088,0.0483007163751975,0.0856992836248025
Structural perturbation with matched prevalence,120,20,Unconfounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.15,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.2,SACAT,Structural absence,100,0.203,0.176071037087336,0.0176071037087336,0.168490076730882,0.237509923269118
Structural perturbation with matched prevalence,120,20,Unconfounded,0.2,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.2,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.25,SACAT,Structural absence,100,0.375,0.184431969883617,0.0184431969883617,0.338851333902811,0.411148666097189
Structural perturbation with matched prevalence,120,20,Unconfounded,0.25,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.25,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.3,SACAT,Structural absence,100,0.545,0.196625573518849,0.0196625573518849,0.506461387590306,0.583538612409694
Structural perturbation with matched prevalence,120,20,Unconfounded,0.3,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.3,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.35,SACAT,Structural absence,100,0.678,0.177854781302959,0.0177854781302959,0.64314046286462,0.71285953713538
Structural perturbation with matched prevalence,120,20,Unconfounded,0.35,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.35,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.4,SACAT,Structural absence,100,0.767,0.166396751133785,0.0166396751133785,0.734386236777778,0.799613763222222
Structural perturbation with matched prevalence,120,20,Unconfounded,0.4,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.4,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Unconfounded,0.45,SACAT,Structural absence,100,0.849,0.122676383014397,0.0122676383014397,0.824955428929178,0.873044571070822
Structural perturbation with matched prevalence,120,20,Unconfounded,0.45,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.45,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Unconfounded,0.5,SACAT,Structural absence,100,0.906,0.0896908269804914,0.00896908269804914,0.888420597911824,0.923579402088176
Structural perturbation with matched prevalence,120,20,Unconfounded,0.5,MaAsLin 3,Observed prevalence,100,0.004,0.0196946385566932,0.00196946385566932,0.000139850842888125,0.00786014915711188
Structural perturbation with matched prevalence,120,20,Unconfounded,0.5,ZINQ,Observed prevalence,100,0.004,0.0196946385566932,0.00196946385566932,0.000139850842888125,0.00786014915711188
Structural perturbation with matched prevalence,60,40,Unconfounded,0,SACAT,Structural absence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.05,SACAT,Structural absence,100,0.004,0.0169371983181601,0.00169371983181601,0.000680309129640611,0.00731969087035939
Structural perturbation with matched prevalence,60,40,Unconfounded,0.05,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.05,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.1,SACAT,Structural absence,100,0.0115,0.0254802359534292,0.00254802359534292,0.00650587375312788,0.0164941262468721
Structural perturbation with matched prevalence,60,40,Unconfounded,0.1,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.1,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.15,SACAT,Structural absence,100,0.031,0.0563090318750649,0.00563090318750649,0.0199634297524873,0.0420365702475127
Structural perturbation with matched prevalence,60,40,Unconfounded,0.15,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.15,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.2,SACAT,Structural absence,100,0.0765,0.0842240278583663,0.00842240278583663,0.0599920905397602,0.0930079094602398
Structural perturbation with matched prevalence,60,40,Unconfounded,0.2,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,60,40,Unconfounded,0.2,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,60,40,Unconfounded,0.25,SACAT,Structural absence,100,0.1595,0.113193987419292,0.0113193987419292,0.137313978465819,0.181686021534181
Structural perturbation with matched prevalence,60,40,Unconfounded,0.25,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.25,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.3,SACAT,Structural absence,100,0.2505,0.149493251764862,0.0149493251764862,0.221199322654087,0.279800677345913
Structural perturbation with matched prevalence,60,40,Unconfounded,0.3,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.3,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Unconfounded,0.35,SACAT,Structural absence,100,0.3395,0.15493481848764,0.015493481848764,0.309132775576423,0.369867224423578
Structural perturbation with matched prevalence,60,40,Unconfounded,0.35,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.35,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.4,SACAT,Structural absence,100,0.446,0.156456984116363,0.0156456984116363,0.415334431113193,0.476665568886807
Structural perturbation with matched prevalence,60,40,Unconfounded,0.4,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.4,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.45,SACAT,Structural absence,100,0.525,0.14363604398379,0.014363604398379,0.496847335379177,0.553152664620823
Structural perturbation with matched prevalence,60,40,Unconfounded,0.45,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.45,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Unconfounded,0.5,SACAT,Structural absence,100,0.6125,0.130920401447412,0.0130920401447412,0.586839601316307,0.638160398683693
Structural perturbation with matched prevalence,60,40,Unconfounded,0.5,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,40,Unconfounded,0.5,ZINQ,Observed prevalence,100,0.002,0.0121439181269781,0.00121439181269781,0,0.00438020795288771
Structural perturbation with matched prevalence,80,40,Unconfounded,0,SACAT,Structural absence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Unconfounded,0,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Unconfounded,0,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Unconfounded,0.05,SACAT,Structural absence,100,0.002,0.00984731927834662,0.000984731927834662,6.99254214440626e-05,0.00393007457855594
Structural perturbation with matched prevalence,80,40,Unconfounded,0.05,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Unconfounded,0.05,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Unconfounded,0.1,SACAT,Structural absence,100,0.0125,0.026944574611786,0.0026944574611786,0.00721886337608995,0.0177811366239101
Structural perturbation with matched prevalence,80,40,Unconfounded,0.1,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Unconfounded,0.1,ZINQ,Observed prevalence,100,0.002,0.00984731927834662,0.000984731927834662,6.99254214440626e-05,0.00393007457855594
Structural perturbation with matched prevalence,80,40,Unconfounded,0.15,SACAT,Structural absence,100,0.055,0.0676070045979488,0.00676070045979488,0.041749027098802,0.068250972901198
Structural perturbation with matched prevalence,80,40,Unconfounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.15,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.2,SACAT,Structural absence,100,0.133,0.112416074194813,0.0112416074194813,0.110966449457817,0.155033550542183
Structural perturbation with matched prevalence,80,40,Unconfounded,0.2,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.2,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.25,SACAT,Structural absence,100,0.245,0.124823107158923,0.0124823107158923,0.220534670996851,0.269465329003149
Structural perturbation with matched prevalence,80,40,Unconfounded,0.25,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,40,Unconfounded,0.25,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,40,Unconfounded,0.3,SACAT,Structural absence,100,0.3985,0.150664353696379,0.0150664353696379,0.36896978667551,0.42803021332449
Structural perturbation with matched prevalence,80,40,Unconfounded,0.3,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.3,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.35,SACAT,Structural absence,100,0.533,0.141995162814183,0.0141995162814183,0.50516894808842,0.56083105191158
Structural perturbation with matched prevalence,80,40,Unconfounded,0.35,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.35,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Unconfounded,0.4,SACAT,Structural absence,100,0.614,0.132588830524287,0.0132588830524287,0.58801258921724,0.63998741078276
Structural perturbation with matched prevalence,80,40,Unconfounded,0.4,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Unconfounded,0.4,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Unconfounded,0.45,SACAT,Structural absence,100,0.7005,0.142221729007983,0.0142221729007983,0.672624541114435,0.728375458885565
Structural perturbation with matched prevalence,80,40,Unconfounded,0.45,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Unconfounded,0.45,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Unconfounded,0.5,SACAT,Structural absence,100,0.7635,0.110063113207327,0.0110063113207327,0.741927629811364,0.785072370188636
Structural perturbation with matched prevalence,80,40,Unconfounded,0.5,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Unconfounded,0.5,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0,SACAT,Structural absence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0.05,SACAT,Structural absence,100,0.0055,0.015723301886761,0.0015723301886761,0.00241823283019484,0.00858176716980516
Structural perturbation with matched prevalence,120,40,Unconfounded,0.05,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.05,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.1,SACAT,Structural absence,100,0.029,0.0456048021572069,0.00456048021572069,0.0200614587771875,0.0379385412228125
Structural perturbation with matched prevalence,120,40,Unconfounded,0.1,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.1,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.15,SACAT,Structural absence,100,0.1335,0.112379003394942,0.0112379003394942,0.111473715334591,0.155526284665409
Structural perturbation with matched prevalence,120,40,Unconfounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0.15,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0.2,SACAT,Structural absence,100,0.308,0.154351036356231,0.0154351036356231,0.277747196874179,0.338252803125821
Structural perturbation with matched prevalence,120,40,Unconfounded,0.2,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.2,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.25,SACAT,Structural absence,100,0.501,0.141774468787578,0.0141774468787578,0.473212204117635,0.528787795882365
Structural perturbation with matched prevalence,120,40,Unconfounded,0.25,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.25,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.3,SACAT,Structural absence,100,0.665,0.132096536478043,0.0132096536478043,0.639109078850304,0.690890921149696
Structural perturbation with matched prevalence,120,40,Unconfounded,0.3,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.3,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Unconfounded,0.35,SACAT,Structural absence,100,0.763,0.119049264057899,0.0119049264057899,0.739666344244652,0.786333655755348
Structural perturbation with matched prevalence,120,40,Unconfounded,0.35,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.35,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Unconfounded,0.4,SACAT,Structural absence,100,0.834,0.0971513450158248,0.00971513450158249,0.814958336376898,0.853041663623102
Structural perturbation with matched prevalence,120,40,Unconfounded,0.4,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Unconfounded,0.4,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Unconfounded,0.45,SACAT,Structural absence,100,0.8925,0.0708444732773093,0.00708444732773093,0.878614483237647,0.906385516762353
Structural perturbation with matched prevalence,120,40,Unconfounded,0.45,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0.45,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0.5,SACAT,Structural absence,100,0.922,0.0636911740868832,0.00636911740868832,0.909516529878971,0.934483470121029
Structural perturbation with matched prevalence,120,40,Unconfounded,0.5,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Unconfounded,0.5,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0,SACAT,Structural absence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.05,SACAT,Structural absence,100,0.005,0.021904291355759,0.0021904291355759,0.00070675889427123,0.00929324110572877
Structural perturbation with matched prevalence,60,20,Confounded,0.05,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,20,Confounded,0.05,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,20,Confounded,0.1,SACAT,Structural absence,100,0.006,0.0277797979063414,0.00277797979063414,0.00055515961035708,0.0114448403896429
Structural perturbation with matched prevalence,60,20,Confounded,0.1,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.1,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,20,Confounded,0.15,SACAT,Structural absence,100,0.011,0.034509550720186,0.0034509550720186,0.00423612805884354,0.0177638719411565
Structural perturbation with matched prevalence,60,20,Confounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.15,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,20,Confounded,0.2,SACAT,Structural absence,100,0.038,0.0707535200966044,0.00707535200966044,0.0241323100610655,0.0518676899389345
Structural perturbation with matched prevalence,60,20,Confounded,0.2,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.2,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.25,SACAT,Structural absence,100,0.091,0.121518174223721,0.0121518174223721,0.0671824378521506,0.114817562147849
Structural perturbation with matched prevalence,60,20,Confounded,0.25,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.25,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.3,SACAT,Structural absence,100,0.119,0.144735914162605,0.0144735914162605,0.0906317608241295,0.147368239175871
Structural perturbation with matched prevalence,60,20,Confounded,0.3,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.3,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.35,SACAT,Structural absence,100,0.19,0.156669890360128,0.0156669890360128,0.159292701489415,0.220707298510585
Structural perturbation with matched prevalence,60,20,Confounded,0.35,MaAsLin 3,Observed prevalence,100,0.002,0.02,0.002,0,0.00592
Structural perturbation with matched prevalence,60,20,Confounded,0.35,ZINQ,Observed prevalence,100,0.002,0.02,0.002,0,0.00592
Structural perturbation with matched prevalence,60,20,Confounded,0.4,SACAT,Structural absence,100,0.258,0.181564469447237,0.0181564469447237,0.222413363988342,0.293586636011658
Structural perturbation with matched prevalence,60,20,Confounded,0.4,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.4,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.45,SACAT,Structural absence,100,0.351,0.20572365498946,0.020572365498946,0.310678163622066,0.391321836377934
Structural perturbation with matched prevalence,60,20,Confounded,0.45,MaAsLin 3,Observed prevalence,100,0.002,0.014070529413629,0.0014070529413629,0,0.00475782376507128
Structural perturbation with matched prevalence,60,20,Confounded,0.45,ZINQ,Observed prevalence,100,0.002,0.014070529413629,0.0014070529413629,0,0.00475782376507128
Structural perturbation with matched prevalence,60,20,Confounded,0.5,SACAT,Structural absence,100,0.419,0.210192312135359,0.0210192312135359,0.37780230682147,0.46019769317853
Structural perturbation with matched prevalence,60,20,Confounded,0.5,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,20,Confounded,0.5,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0,SACAT,Structural absence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.05,SACAT,Structural absence,100,0.002,0.014070529413629,0.0014070529413629,0,0.00475782376507128
Structural perturbation with matched prevalence,80,20,Confounded,0.05,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.05,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.1,SACAT,Structural absence,100,0.008,0.0272659924344291,0.00272659924344291,0.0026558654828519,0.0133441345171481
Structural perturbation with matched prevalence,80,20,Confounded,0.1,MaAsLin 3,Observed prevalence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,80,20,Confounded,0.1,ZINQ,Observed prevalence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,80,20,Confounded,0.15,SACAT,Structural absence,100,0.024,0.0653197264742181,0.00653197264742181,0.0111973336110533,0.0368026663889467
Structural perturbation with matched prevalence,80,20,Confounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Confounded,0.15,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Confounded,0.2,SACAT,Structural absence,100,0.074,0.0916955877241692,0.00916955877241692,0.0560276648060628,0.0919723351939372
Structural perturbation with matched prevalence,80,20,Confounded,0.2,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.2,ZINQ,Observed prevalence,100,0.002,0.014070529413629,0.0014070529413629,0,0.00475782376507128
Structural perturbation with matched prevalence,80,20,Confounded,0.25,SACAT,Structural absence,100,0.114,0.127144235282834,0.0127144235282834,0.0890797298845646,0.138920270115435
Structural perturbation with matched prevalence,80,20,Confounded,0.25,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Confounded,0.25,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Confounded,0.3,SACAT,Structural absence,100,0.225,0.167799182526512,0.0167799182526512,0.192111360224804,0.257888639775196
Structural perturbation with matched prevalence,80,20,Confounded,0.3,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.3,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.35,SACAT,Structural absence,100,0.294,0.190066442396475,0.0190066442396475,0.256746977290291,0.331253022709709
Structural perturbation with matched prevalence,80,20,Confounded,0.35,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.35,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.4,SACAT,Structural absence,100,0.436,0.214861947691201,0.0214861947691201,0.393887058252525,0.478112941747476
